,card,user,rating
1031,126,39,1.0
1032,126,40,2.0
1033,126,63,2.0
1034,126,65,1.0
1035,126,82,1.0
1036,126,83,1.0
1037,126,87,1.0
1038,127,14,1.0
1039,127,16,1.0
1040,127,24,2.0
1041,127,62,1.0
1042,127,69,1.0
1043,127,75,1.0
1044,127,97,1.0
1045,128,34,1.0
1046,128,42,1.0
1047,128,49,1.0
1048,128,56,1.0
1049,128,69,1.0
1050,128,79,1.0
1051,128,98,1.0
1052,128,109,1.0
1053,129,8,2.0
1054,129,11,1.0
1055,129,50,2.0
1056,129,57,1.0
1057,129,58,1.0
1058,129,70,1.0
1059,129,77,1.0
1060,129,82,1.0
1061,129,87,2.0
1062,129,93,1.0
1063,130,25,1.0
1064,130,34,1.0
1065,130,36,1.0
1066,130,62,2.0
1067,130,70,2.0
1068,130,91,1.0
1069,131,6,1.0
1070,131,11,1.0
1071,131,29,1.0
1072,131,32,2.0
1073,131,39,2.0
1074,131,43,1.0
1075,131,58,2.0
1076,131,66,1.0
1077,131,73,1.0
1078,131,78,1.0
1079,131,92,1.0
1080,131,94,2.0
1081,131,103,1.0
1082,132,3,1.0
1083,132,9,1.0
1084,132,10,1.0
1085,132,14,2.0
1086,132,23,2.0
1087,132,32,2.0
1088,132,34,1.0
1089,132,73,1.0
1090,133,1,1.0
1091,133,2,1.0
1092,133,28,1.0
1093,133,45,2.0
1094,133,53,1.0
1095,133,60,1.0
1096,133,68,1.0
1097,133,71,2.0
1098,133,83,1.0
1099,133,91,1.0
1100,133,98,1.0
1101,134,2,1.0
1102,134,25,2.0
1103,134,40,1.0
1104,134,51,1.0
1105,134,52,1.0
1106,134,64,1.0
1107,134,82,1.0
1108,134,88,1.0
1109,134,106,1.0
1110,135,2,1.0
1111,135,3,2.0
1112,135,8,1.0
1113,135,12,2.0
1114,135,15,1.0
1115,135,20,1.0
1116,135,52,1.0
1117,135,87,1.0
1118,135,92,1.0
1119,135,97,1.0
1120,136,2,1.0
1121,136,14,1.0
1122,136,27,1.0
1123,136,33,1.0
1124,136,41,1.0
1125,136,43,2.0
1126,136,48,1.0
1127,136,51,2.0
1128,136,53,1.0
1129,136,72,1.0
1130,136,73,1.0
1131,136,85,1.0
1132,136,96,1.0
1133,136,103,1.0
1134,137,2,1.0
1135,137,5,1.0
1136,137,6,1.0
1137,137,11,1.0
1138,137,17,1.0
1139,137,18,2.0
1140,137,34,1.0
1141,137,45,1.0
1142,137,62,1.0
1143,137,67,2.0
1144,137,80,1.0
1145,137,82,2.0
1146,137,88,1.0
1147,137,101,2.0
1148,137,108,1.0
1149,137,109,1.0
1150,138,2,1.0
1151,138,23,1.0
1152,138,25,1.0
1153,138,34,1.0
1154,138,57,1.0
1155,138,74,1.0
1156,138,83,1.0
1157,138,94,1.0
1158,138,99,1.0
1159,138,109,2.0
1160,139,15,1.0
1161,139,28,2.0
1162,139,36,1.0
1163,139,64,1.0
1164,139,66,1.0
1165,139,79,1.0
1166,139,94,2.0
1167,140,30,1.0
1168,140,41,1.0
1169,140,43,1.0
1170,140,45,1.0
1171,140,58,1.0
1172,140,105,1.0
1173,141,3,2.0
1174,141,17,1.0
1175,141,23,1.0
1176,141,29,2.0
1177,141,32,1.0
1178,141,50,2.0
1179,141,51,1.0
1180,141,55,1.0
1181,141,75,2.0
1182,141,84,1.0
1183,141,98,1.0
1184,142,12,1.0
1185,142,29,1.0
1186,142,47,2.0
1187,142,60,1.0
1188,142,66,1.0
1189,142,68,1.0
1190,142,76,1.0
1191,142,99,1.0
1192,142,103,1.0
1193,142,104,2.0
1194,142,105,1.0
1195,142,109,1.0
1196,143,12,1.0
1197,143,31,2.0
1198,143,70,1.0
1199,143,87,1.0
1200,143,101,1.0
1201,144,10,1.0
1202,144,36,1.0
1203,144,56,1.0
1204,144,77,1.0
1205,144,92,2.0
1206,144,103,1.0
1207,144,107,1.0
1208,145,15,1.0
1209,145,19,1.0
1210,145,34,1.0
1211,145,40,1.0
1212,145,50,1.0
1213,145,52,1.0
1214,145,77,2.0
1215,146,5,1.0
1216,146,9,2.0
1217,146,23,1.0
1218,146,42,1.0
1219,146,59,1.0
1220,146,63,1.0
1221,146,72,1.0
1222,146,98,2.0
1223,147,19,1.0
1224,147,21,1.0
1225,147,67,2.0
1226,147,89,2.0
1227,147,92,1.0
1228,147,100,1.0
1229,147,103,1.0
1230,147,109,1.0
1231,148,16,1.0
1232,148,18,2.0
1233,148,22,1.0
1234,148,64,1.0
1235,148,66,2.0
1236,148,68,1.0
1237,148,71,1.0
1238,148,78,2.0
1239,148,109,1.0
1240,149,11,2.0
1241,149,13,1.0
1242,149,67,2.0
1243,149,83,1.0
1244,149,93,1.0
1245,150,2,3.0
1246,150,7,1.0
1247,150,22,1.0
1248,150,33,2.0
1249,150,50,1.0
1250,150,67,1.0
1251,150,72,1.0
1252,150,77,1.0
1253,150,78,1.0
1254,150,86,1.0
1255,150,91,3.0
1256,151,1,1.0
1257,151,13,2.0
1258,151,18,2.0
1259,151,21,1.0
1260,151,69,1.0
1261,151,78,2.0
1262,151,82,1.0
1263,152,1,2.0
1264,152,2,1.0
1265,152,11,2.0
1266,152,12,1.0
1267,152,56,2.0
1268,152,72,1.0
1269,152,100,1.0
1270,152,101,1.0
1271,152,108,1.0
1272,153,20,2.0
1273,153,21,2.0
1274,153,59,2.0
1275,154,26,1.0
1276,154,31,1.0
1277,154,39,2.0
1278,154,63,1.0
1279,154,91,1.0
1280,154,97,1.0
1281,155,10,2.0
1282,155,11,2.0
1283,155,15,1.0
1284,155,21,1.0
1285,155,22,2.0
1286,155,52,1.0
1287,155,85,1.0
1288,155,87,2.0
1289,155,97,1.0
1290,155,100,2.0
1291,155,107,1.0
1292,156,3,1.0
1293,156,42,2.0
1294,156,92,1.0
1295,157,1,1.0
1296,157,14,2.0
1297,157,15,1.0
1298,157,20,1.0
1299,157,40,1.0
1300,157,48,1.0
1301,158,16,1.0
1302,158,42,1.0
1303,158,46,2.0
1304,158,65,1.0
1305,158,81,1.0
1306,158,85,1.0
1307,159,5,1.0
1308,159,20,1.0
1309,159,43,1.0
1310,159,68,1.0
1311,160,30,1.0
1312,160,36,2.0
1313,160,43,2.0
1314,160,76,2.0
1315,160,78,1.0
1316,160,102,1.0
1317,160,106,1.0
1318,161,3,1.0
1319,161,13,1.0
1320,161,29,1.0
1321,161,30,1.0
1322,161,73,2.0
1323,161,87,2.0
1324,161,100,1.0
1325,161,104,2.0
1326,161,107,1.0
1327,162,10,1.0
1328,162,12,1.0
1329,162,14,1.0
1330,162,18,1.0
1331,162,31,2.0
1332,162,45,1.0
1333,162,59,1.0
1334,162,65,1.0
1335,163,18,1.0
1336,163,24,1.0
1337,163,68,1.0
1338,163,69,1.0
1339,163,72,1.0
1340,164,7,2.0
1341,164,31,1.0
1342,164,44,1.0
1343,164,81,1.0
1344,164,94,2.0
1345,165,7,1.0
1346,165,8,1.0
1347,165,46,1.0
1348,165,65,2.0
1349,165,71,1.0
1350,165,73,1.0
1351,165,97,1.0
1352,165,98,1.0
1353,166,3,1.0
1354,166,5,1.0
1355,166,6,1.0
1356,166,32,1.0
1357,166,42,1.0
1358,166,64,1.0
1359,166,78,1.0
1360,166,88,1.0
1361,166,90,1.0
