card,sum_similarityIndex,sum_weightedRating
278,0.6614378277661482,0.6614378277661482
279,1.0,1.0
280,2.0773502691896253,4.6547005383792515
281,0.5773502691896258,0.5773502691896258
282,0.5773502691896258,1.1547005383792517
283,1.0,1.0
284,1.0,1.0
285,0.0,0.0
286,0.2182178902359926,0.2182178902359926
287,0.6614378277661482,0.6614378277661482
288,0.49999999999999967,0.49999999999999967
290,0.0,0.0
294,1.0,2.0
295,0.6614378277661482,1.3228756555322965
296,0.0,0.0
297,0.2182178902359926,0.2182178902359926
298,1.6614378277661483,1.6614378277661483
299,0.8017837257372726,0.8017837257372726
300,0.6614378277661482,1.3228756555322965
301,0.6614378277661482,0.6614378277661482
302,0.5773502691896258,0.5773502691896258
303,1.0,1.0
304,0.6614378277661482,0.6614378277661482
308,0.5773502691896258,0.5773502691896258
309,0.0,0.0
313,1.2182178902359926,1.2182178902359926
314,0.0,0.0
315,0.5773502691896258,0.5773502691896258
316,0.2182178902359926,0.4364357804719852
317,1.0,1.0
319,0.2182178902359926,0.2182178902359926
322,0.2182178902359926,0.4364357804719852
323,1.3017837257372724,1.3017837257372724
324,1.2182178902359926,2.2182178902359926
325,1.5773502691896257,2.5773502691896257
326,1.3791339949268986,1.9564842641165243
327,0.6614378277661482,0.6614378277661482
328,0.8017837257372726,1.6035674514745453
329,1.7182178902359924,2.218217890235992
331,0.0,0.0
333,0.2182178902359926,0.2182178902359926
334,0.49999999999999967,0.49999999999999967
336,0.0,0.0
337,1.0,1.0
339,1.8791339949268981,1.8791339949268981
340,1.4999999999999996,2.4999999999999996
341,0.8017837257372726,0.8017837257372726
344,1.0,2.0
346,1.0,1.0
347,1.0,1.0
348,1.0,1.0
350,1.4999999999999996,1.4999999999999996
351,0.6614378277661482,0.6614378277661482
352,0.5773502691896258,1.1547005383792517
353,0.0,0.0
355,0.0,0.0
356,1.0200016159732652,1.2382195062092578
358,0.5773502691896258,1.1547005383792517
361,0.6614378277661482,0.6614378277661482
363,0.8017837257372726,0.8017837257372726
364,2.0,2.0
365,0.6614378277661482,0.6614378277661482
366,0.49999999999999967,0.49999999999999967
369,0.5773502691896258,1.1547005383792517
370,0.2182178902359926,0.4364357804719852
372,0.0,0.0
376,1.7387880969557736,2.2387880969557736
380,0.49999999999999967,0.49999999999999967
381,0.6614378277661482,0.6614378277661482
382,0.0,0.0
383,1.0,2.0
384,0.8017837257372726,0.8017837257372726
386,0.8017837257372726,0.8017837257372726
389,1.0,1.0
394,0.8017837257372726,0.8017837257372726
397,0.8017837257372726,1.6035674514745453
399,1.0,2.0
401,0.6614378277661482,1.3228756555322965
402,1.0,1.0
403,0.6614378277661482,1.3228756555322965
404,0.8017837257372726,0.8017837257372726
407,1.0,2.0
410,1.4999999999999996,1.4999999999999996
411,0.8017837257372726,0.8017837257372726
412,0.0,0.0
413,1.0,1.0
414,1.0,1.0
415,0.6614378277661482,0.6614378277661482
416,0.8017837257372726,0.8017837257372726
417,0.49999999999999967,0.49999999999999967
419,1.0,1.0
421,0.8017837257372726,1.6035674514745453
426,1.5773502691896257,1.5773502691896257
429,0.2182178902359926,0.2182178902359926
430,1.0,1.0
431,0.8017837257372726,0.8017837257372726
432,1.0,2.0
436,0.49999999999999967,0.49999999999999967
439,0.0,0.0
440,0.2182178902359926,0.2182178902359926
442,1.6614378277661483,1.6614378277661483
444,2.5773502691896257,3.5773502691896257
447,1.6614378277661483,1.6614378277661483
448,2.3017837257372724,2.801783725737272
451,0.2182178902359926,0.4364357804719852
452,1.4999999999999996,1.4999999999999996
453,2.0,2.0
455,0.0,0.0
456,0.6614378277661482,0.6614378277661482
457,1.0,1.0
