,card,user,rating
387,56,35,1.0
388,56,62,3.0
389,56,74,1.0
390,56,78,1.0
391,57,13,1.0
392,57,23,1.0
393,57,95,1.0
394,58,11,2.0
395,58,22,1.0
396,58,28,1.0
397,58,52,1.0
398,58,90,1.0
399,59,11,1.0
400,59,41,1.0
401,59,71,1.0
402,59,86,1.0
403,60,4,1.0
404,60,22,1.0
405,60,57,2.0
406,60,71,2.0
407,60,91,1.0
408,61,18,2.0
409,61,30,1.0
410,61,35,1.0
411,61,54,1.0
412,61,91,1.0
413,62,11,1.0
414,62,15,1.0
415,62,46,1.0
416,62,63,1.0
417,62,65,1.0
418,63,19,1.0
419,63,32,2.0
420,63,45,2.0
421,63,56,2.0
422,63,66,1.0
423,63,80,1.0
424,63,89,2.0
425,64,5,2.0
426,64,60,1.0
427,64,76,2.0
428,64,99,2.0
429,65,8,2.0
430,65,12,1.0
431,65,28,2.0
432,65,54,1.0
433,65,79,1.0
434,65,83,2.0
435,65,84,1.0
436,65,90,1.0
437,65,93,1.0
438,65,96,1.0
439,66,2,2.0
440,66,7,3.0
441,66,12,1.0
442,66,22,1.0
443,66,28,1.0
444,66,29,2.0
445,66,99,2.0
446,67,25,2.0
447,67,63,1.0
448,67,71,1.0
449,67,75,1.0
450,67,84,1.0
451,67,86,1.0
452,68,5,2.0
453,68,11,1.0
454,68,16,1.0
455,68,40,1.0
456,68,56,1.0
457,68,72,1.0
458,68,85,2.0
459,68,94,1.0
460,68,99,2.0
461,69,22,1.0
462,69,28,2.0
463,69,54,1.0
464,69,60,1.0
465,69,87,1.0
466,70,36,1.0
467,70,39,1.0
468,70,44,2.0
469,70,61,2.0
470,70,64,1.0
471,70,75,1.0
472,70,87,1.0
473,70,89,1.0
474,70,91,1.0
475,71,17,2.0
476,71,36,1.0
477,71,43,1.0
478,71,53,1.0
479,71,71,1.0
480,71,72,2.0
481,71,83,2.0
482,72,2,2.0
483,72,21,2.0
484,72,25,2.0
485,72,51,2.0
486,72,72,1.0
487,72,88,2.0
488,73,1,1.0
489,73,13,2.0
490,73,20,2.0
491,73,43,2.0
492,73,60,1.0
493,73,61,1.0
494,74,14,1.0
495,74,19,2.0
496,74,25,1.0
497,74,31,1.0
498,74,47,1.0
499,74,50,1.0
500,74,81,1.0
501,74,85,1.0
502,75,8,2.0
503,75,14,1.0
504,75,24,1.0
505,75,64,2.0
506,75,97,2.0
507,76,25,1.0
508,76,47,1.0
509,76,80,1.0
510,76,82,1.0
511,76,86,2.0
512,76,96,1.0
513,77,14,1.0
514,77,18,2.0
515,77,22,1.0
516,77,24,1.0
517,77,40,2.0
518,77,48,1.0
519,77,51,2.0
520,77,56,1.0
521,77,72,1.0
522,77,77,1.0
523,77,98,1.0
524,78,4,3.0
525,78,29,1.0
526,78,45,1.0
527,78,56,1.0
528,78,65,1.0
529,78,66,1.0
530,78,79,1.0
531,78,97,1.0
532,79,3,1.0
533,79,18,2.0
534,79,24,1.0
535,79,30,1.0
536,79,37,1.0
537,79,46,1.0
538,79,51,2.0
539,79,59,1.0
540,79,61,2.0
541,79,64,1.0
542,79,92,2.0
543,79,93,1.0
544,80,8,1.0
545,80,25,1.0
546,80,48,2.0
547,80,63,1.0
548,80,82,2.0
549,81,15,1.0
550,81,39,1.0
551,81,55,1.0
552,81,82,2.0
553,82,5,1.0
554,82,25,1.0
555,82,28,1.0
556,82,71,1.0
557,82,82,1.0
558,82,88,1.0
559,83,9,1.0
560,83,24,2.0
561,83,26,2.0
562,83,40,3.0
563,84,2,2.0
564,84,11,3.0
565,84,29,1.0
566,84,31,1.0
567,84,54,1.0
568,85,33,1.0
569,85,38,2.0
570,85,41,2.0
571,85,50,1.0
572,85,62,1.0
573,85,76,1.0
574,86,18,1.0
575,86,34,2.0
576,86,54,2.0
577,86,88,2.0
578,86,91,2.0
579,87,26,1.0
580,87,32,2.0
581,87,92,1.0
582,88,10,1.0
583,88,72,1.0
584,88,76,2.0
585,88,77,1.0
586,89,4,2.0
587,89,14,1.0
588,89,69,1.0
589,89,71,1.0
590,89,91,2.0
591,89,98,1.0
592,90,1,2.0
593,90,48,1.0
594,90,51,1.0
595,90,59,1.0
596,90,64,2.0
597,90,82,1.0
598,90,90,1.0
599,90,93,1.0
600,90,99,2.0
601,91,22,2.0
602,91,34,3.0
603,91,39,1.0
604,91,48,1.0
605,91,60,1.0
606,91,87,2.0
607,91,88,2.0
608,92,32,1.0
609,92,57,1.0
610,92,88,1.0
611,93,24,1.0
612,93,40,1.0
613,93,54,2.0
614,93,71,1.0
615,94,4,2.0
616,94,11,1.0
617,94,12,2.0
618,94,49,1.0
619,94,80,1.0
620,94,87,2.0
621,95,8,1.0
622,95,15,1.0
623,95,28,2.0
624,95,53,1.0
625,95,68,1.0
626,95,79,1.0
627,95,82,1.0
628,96,5,1.0
629,96,9,2.0
630,96,55,2.0
631,96,80,1.0
632,96,91,1.0
633,97,11,2.0
634,97,21,2.0
635,97,61,1.0
636,97,72,1.0
637,97,74,2.0
638,97,86,2.0
639,98,61,1.0
640,98,64,1.0
641,98,77,1.0
642,98,91,2.0
643,98,93,2.0
644,99,46,1.0
645,99,64,1.0
646,99,70,1.0
647,99,73,1.0
648,99,88,1.0
649,100,3,1.0
650,100,27,1.0
651,100,29,1.0
652,100,37,1.0
653,100,74,1.0
654,100,83,2.0
655,100,84,2.0
656,101,15,2.0
657,101,16,1.0
658,101,21,1.0
659,101,23,1.0
660,101,30,1.0
661,101,32,2.0
662,101,38,1.0
663,101,41,1.0
664,101,50,1.0
665,101,93,2.0
666,102,6,1.0
667,102,9,2.0
668,102,10,1.0
669,102,11,1.0
670,102,47,1.0
671,102,57,1.0
672,102,61,2.0
673,102,84,1.0
674,102,95,2.0
675,102,96,1.0
676,103,36,1.0
677,103,60,1.0
678,103,63,1.0
679,103,64,1.0
680,103,74,1.0
681,103,88,1.0
682,103,91,1.0
683,104,7,1.0
684,104,8,2.0
685,104,19,1.0
686,104,24,1.0
687,104,35,1.0
688,104,59,1.0
689,104,64,1.0
690,104,67,2.0
691,104,92,2.0
692,104,98,1.0
693,105,26,2.0
694,105,35,2.0
695,105,36,1.0
696,105,49,2.0
697,105,59,1.0
698,105,90,1.0
699,105,94,1.0
700,105,96,1.0
701,106,15,2.0
702,106,50,1.0
703,106,54,2.0
704,106,74,2.0
705,107,5,2.0
706,107,38,1.0
707,107,63,1.0
708,107,81,1.0
709,107,84,1.0
710,108,1,1.0
711,108,18,1.0
712,108,33,1.0
713,108,40,2.0
714,108,61,2.0
715,108,71,2.0
716,109,6,1.0
717,109,17,2.0
718,109,19,1.0
719,109,27,1.0
720,109,37,2.0
721,109,46,1.0
722,109,54,2.0
723,109,62,2.0
724,109,64,2.0
725,110,63,1.0
726,110,78,2.0
727,110,81,1.0
728,111,12,1.0
729,111,22,1.0
730,111,23,2.0
731,111,40,1.0
732,111,42,1.0
733,111,48,2.0
734,111,54,1.0
735,111,63,1.0
736,111,72,1.0
737,111,81,1.0
738,112,44,1.0
739,112,87,1.0
740,113,8,2.0
741,113,12,1.0
742,113,36,1.0
743,113,44,1.0
744,113,47,1.0
745,113,48,2.0
746,113,57,2.0
747,113,76,1.0
748,113,88,2.0
749,114,7,1.0
750,114,13,1.0
751,114,29,2.0
752,114,40,1.0
753,114,65,2.0
754,114,74,2.0
755,114,100,1.0
756,115,4,1.0
757,115,27,1.0
758,115,33,2.0
759,115,42,1.0
760,115,46,1.0
761,115,49,2.0
762,115,63,2.0
763,115,93,2.0
764,115,97,2.0
765,116,13,1.0
766,116,34,2.0
767,116,55,2.0
768,116,79,1.0
769,116,94,1.0
770,116,99,1.0
771,117,22,2.0
772,117,24,1.0
773,117,59,1.0
774,117,70,2.0
775,117,72,1.0
776,117,80,1.0
777,117,100,1.0
778,118,33,1.0
779,118,40,2.0
780,118,44,1.0
781,118,65,1.0
782,118,77,1.0
783,118,87,1.0
784,119,21,1.0
785,119,48,1.0
786,119,49,1.0
787,119,59,2.0
788,119,74,2.0
789,120,30,1.0
790,120,70,1.0
791,120,91,2.0
792,120,96,1.0
793,121,1,1.0
794,121,18,1.0
795,121,26,1.0
796,121,38,2.0
797,121,42,2.0
798,121,44,1.0
799,121,47,1.0
800,121,54,1.0
801,121,94,1.0
802,122,4,1.0
803,122,10,2.0
804,122,28,2.0
805,122,91,2.0
806,122,94,1.0
807,123,9,2.0
808,123,30,2.0
809,123,48,3.0
810,123,61,2.0
811,123,77,2.0
812,123,81,2.0
813,124,14,1.0
814,124,29,1.0
815,124,39,2.0
816,124,47,1.0
817,124,72,1.0
818,124,73,2.0
819,125,6,1.0
820,125,13,1.0
821,125,17,1.0
822,125,35,1.0
823,125,73,1.0
824,125,85,1.0
825,125,94,1.0
826,126,7,1.0
827,126,46,2.0
828,126,60,2.0
829,126,67,2.0
830,126,72,1.0
831,126,79,2.0
832,126,85,1.0
833,127,16,1.0
834,127,51,1.0
835,127,67,1.0
836,127,80,1.0
837,128,6,1.0
838,128,21,1.0
839,128,36,1.0
840,128,37,1.0
841,128,71,2.0
842,128,82,2.0
843,128,85,1.0
844,129,24,1.0
845,129,67,2.0
846,129,68,1.0
847,129,78,1.0
848,129,80,1.0
849,130,5,1.0
850,130,8,1.0
851,130,41,1.0
852,130,42,1.0
853,130,76,1.0
854,130,86,1.0
855,130,92,2.0
856,131,17,1.0
857,131,24,1.0
858,131,27,1.0
859,131,39,1.0
860,131,80,2.0
861,131,85,1.0
862,131,95,1.0
863,131,100,1.0
864,132,4,2.0
865,132,16,1.0
866,132,20,1.0
867,132,24,1.0
868,132,27,2.0
869,132,63,1.0
870,132,66,1.0
871,132,71,1.0
872,132,76,2.0
873,132,82,1.0
874,133,20,1.0
875,133,21,1.0
876,133,32,1.0
877,133,75,1.0
878,134,18,1.0
879,134,40,1.0
880,134,65,2.0
881,134,71,1.0
882,134,90,1.0
883,134,95,1.0
884,135,2,3.0
885,135,5,1.0
886,135,25,1.0
887,135,33,1.0
888,135,43,2.0
889,135,45,1.0
890,135,69,1.0
891,135,80,1.0
892,135,87,2.0
893,135,98,1.0
894,136,1,1.0
895,136,19,1.0
896,136,43,1.0
897,136,75,1.0
898,136,79,2.0
899,136,92,1.0
900,137,31,2.0
901,137,64,2.0
902,137,83,2.0
903,138,18,2.0
904,138,28,3.0
905,138,75,2.0
906,138,80,1.0
907,139,8,1.0
908,139,22,1.0
909,139,39,1.0
910,139,49,1.0
911,139,64,1.0
912,139,70,1.0
913,139,79,2.0
914,139,86,1.0
915,139,98,1.0
916,140,26,1.0
917,140,45,2.0
918,140,85,1.0
919,141,5,1.0
920,141,18,1.0
921,141,20,2.0
922,142,35,2.0
923,142,92,2.0
924,142,93,1.0
925,143,9,1.0
926,143,17,1.0
927,143,35,1.0
928,143,53,2.0
929,143,68,2.0
930,143,82,2.0
931,143,95,2.0
932,144,12,2.0
933,144,31,1.0
934,144,32,2.0
935,144,50,1.0
936,144,63,2.0
937,144,78,1.0
938,145,2,2.0
939,145,15,1.0
940,145,49,1.0
941,145,65,1.0
942,145,67,2.0
943,146,6,1.0
944,146,24,1.0
945,146,46,1.0
946,146,51,1.0
947,146,74,1.0
948,146,76,1.0
949,146,90,1.0
950,146,98,1.0
951,147,5,2.0
952,147,13,1.0
953,147,44,2.0
954,147,45,1.0
955,147,56,2.0
956,147,64,1.0
957,147,68,1.0
958,147,73,1.0
959,147,79,1.0
960,147,85,2.0
961,147,87,1.0
962,148,2,2.0
963,148,5,1.0
964,148,13,1.0
965,148,18,2.0
966,148,19,1.0
967,148,25,2.0
968,148,28,2.0
969,148,31,1.0
970,148,48,2.0
971,148,56,1.0
972,148,85,1.0
973,148,89,1.0
974,149,14,1.0
975,149,31,1.0
976,149,32,1.0
977,149,51,1.0
978,149,99,1.0
979,150,2,1.0
980,150,9,2.0
981,150,72,1.0
982,150,78,1.0
983,150,81,1.0
984,150,99,1.0
985,151,35,2.0
986,151,72,1.0
987,151,79,2.0
988,151,85,1.0
989,152,79,1.0
990,152,95,2.0
991,152,99,1.0
992,153,18,2.0
993,153,22,1.0
994,153,23,1.0
995,153,28,2.0
996,153,32,2.0
997,153,47,2.0
998,153,52,2.0
999,153,55,1.0
1000,153,81,2.0
1001,153,90,1.0
1002,154,10,1.0
1003,154,25,1.0
1004,154,55,2.0
1005,154,68,2.0
1006,154,81,2.0
1007,154,84,2.0
1008,154,97,1.0
1009,154,98,1.0
1010,155,47,1.0
1011,155,50,1.0
1012,155,59,1.0
1013,156,47,1.0
1014,156,64,1.0
1015,156,77,2.0
1016,156,90,2.0
1017,157,6,2.0
1018,157,66,1.0
1019,157,78,2.0
1020,157,84,1.0
1021,157,91,1.0
1022,158,6,2.0
1023,158,37,1.0
1024,158,40,1.0
1025,158,63,2.0
1026,158,78,2.0
1027,158,92,2.0
1028,158,100,1.0
1029,159,17,1.0
1030,159,21,1.0
1031,159,23,1.0
1032,159,32,1.0
1033,159,49,2.0
1034,159,66,2.0
1035,160,3,2.0
1036,160,13,2.0
1037,160,16,1.0
1038,160,36,1.0
1039,160,57,2.0
1040,160,61,1.0
1041,160,63,1.0
1042,160,75,1.0
1043,160,95,2.0
1044,160,100,1.0
1045,161,12,1.0
1046,161,17,2.0
1047,161,72,1.0
1048,161,76,1.0
1049,162,5,1.0
1050,162,43,2.0
1051,162,79,2.0
1052,162,86,1.0
1053,163,16,1.0
1054,163,26,1.0
1055,163,28,1.0
1056,163,63,1.0
1057,163,78,1.0
1058,163,81,1.0
1059,163,87,1.0
1060,163,92,2.0
1061,163,99,1.0
1062,164,6,1.0
1063,164,12,2.0
1064,164,32,2.0
1065,164,56,2.0
1066,164,73,1.0
1067,164,76,2.0
1068,164,100,1.0
1069,165,1,1.0
1070,165,20,1.0
1071,165,22,1.0
1072,165,33,2.0
1073,165,36,1.0
1074,165,40,2.0
1075,165,43,1.0
1076,165,98,1.0
1077,166,14,1.0
1078,166,19,1.0
1079,166,27,1.0
1080,166,28,1.0
1081,166,39,1.0
1082,166,62,2.0
1083,166,77,1.0
1084,166,81,2.0
1085,166,92,1.0
1086,166,93,1.0
1087,167,24,2.0
1088,167,44,1.0
1089,167,59,1.0
1090,167,78,2.0
1091,168,1,1.0
1092,168,14,1.0
1093,168,15,1.0
1094,168,21,1.0
1095,168,49,1.0
1096,168,66,2.0
1097,168,91,1.0
1098,168,97,1.0
1099,168,100,1.0
1100,169,8,2.0
1101,169,24,2.0
1102,169,36,1.0
1103,169,56,1.0
1104,169,94,2.0
1105,170,4,1.0
1106,170,26,2.0
1107,170,88,1.0
1108,170,89,1.0
1109,170,92,1.0
1110,170,96,2.0
1111,170,97,1.0
1112,170,99,1.0
1113,171,1,2.0
1114,171,11,1.0
1115,171,17,2.0
1116,171,24,1.0
1117,171,30,1.0
1118,171,35,2.0
1119,171,52,2.0
1120,171,99,2.0
1121,172,6,1.0
1122,172,28,1.0
1123,172,30,2.0
1124,172,36,1.0
1125,172,52,2.0
1126,172,53,1.0
1127,172,55,1.0
1128,172,71,1.0
1129,172,84,1.0
1130,172,91,2.0
1131,173,2,1.0
1132,173,21,1.0
1133,173,27,1.0
1134,173,80,2.0
1135,173,82,2.0
1136,173,94,1.0
1137,174,5,1.0
1138,174,7,1.0
1139,174,12,1.0
1140,174,24,1.0
1141,174,31,2.0
1142,174,47,1.0
1143,174,51,1.0
1144,174,53,1.0
1145,174,65,1.0
1146,174,83,1.0
1147,174,94,1.0
1148,175,9,2.0
1149,175,21,2.0
1150,175,27,1.0
1151,175,38,1.0
1152,175,40,1.0
1153,175,63,1.0
1154,175,86,1.0
1155,175,92,1.0
1156,175,94,1.0
1157,176,16,2.0
1158,176,17,2.0
1159,176,18,1.0
1160,176,88,1.0
1161,177,68,1.0
1162,177,70,2.0
1163,177,72,2.0
1164,178,3,2.0
1165,178,31,1.0
1166,178,38,1.0
1167,178,42,1.0
1168,178,43,1.0
1169,178,67,1.0
1170,178,86,1.0
1171,179,10,1.0
1172,179,30,1.0
1173,179,32,1.0
1174,179,53,1.0
1175,179,76,2.0
1176,179,98,2.0
1177,180,31,1.0
1178,180,41,1.0
1179,180,49,2.0
1180,180,50,1.0
1181,180,55,2.0
1182,180,57,1.0
1183,180,71,1.0
1184,180,78,2.0
1185,180,91,2.0
1186,181,53,1.0
1187,181,56,1.0
1188,181,82,1.0
1189,181,85,2.0
1190,181,91,1.0
1191,181,93,2.0
1192,182,14,2.0
1193,182,16,1.0
1194,182,42,1.0
1195,182,70,1.0
1196,182,74,2.0
1197,182,84,1.0
1198,182,93,1.0
1199,183,2,1.0
1200,183,12,2.0
1201,183,50,1.0
1202,183,55,2.0
1203,183,82,1.0
1204,183,96,1.0
1205,183,100,2.0
1206,184,2,2.0
1207,184,6,1.0
1208,184,14,1.0
1209,184,15,1.0
1210,184,31,1.0
1211,184,46,2.0
1212,184,47,2.0
1213,184,68,1.0
1214,184,76,1.0
1215,185,17,2.0
1216,185,18,1.0
1217,185,57,1.0
1218,185,77,1.0
1219,186,16,2.0
1220,186,23,1.0
1221,186,27,2.0
1222,186,32,2.0
1223,186,33,1.0
1224,186,35,1.0
1225,186,41,1.0
1226,186,44,2.0
1227,186,46,2.0
1228,186,69,1.0
1229,187,2,2.0
1230,187,3,1.0
1231,187,13,1.0
1232,187,37,1.0
1233,187,42,1.0
1234,187,44,1.0
1235,187,54,1.0
1236,187,68,1.0
1237,187,71,2.0
1238,187,75,2.0
1239,188,9,1.0
1240,188,20,1.0
1241,188,22,1.0
1242,188,33,2.0
1243,188,43,1.0
1244,188,70,1.0
1245,188,98,1.0
1246,188,99,1.0
1247,189,15,2.0
1248,189,24,2.0
1249,189,42,1.0
1250,189,53,2.0
1251,189,72,2.0
1252,190,53,1.0
1253,190,76,2.0
1254,190,81,1.0
1255,190,83,2.0
1256,191,7,1.0
1257,191,18,1.0
1258,191,47,1.0
1259,191,51,1.0
1260,191,64,1.0
1261,191,69,2.0
1262,191,98,1.0
1263,192,8,2.0
1264,192,24,1.0
1265,192,30,2.0
1266,192,33,1.0
1267,192,35,1.0
1268,192,47,1.0
1269,192,74,2.0
1270,192,78,2.0
1271,193,8,1.0
1272,193,12,1.0
1273,193,26,1.0
1274,193,56,2.0
1275,194,22,2.0
1276,194,32,2.0
1277,194,47,1.0
1278,194,49,1.0
1279,194,53,2.0
1280,194,69,1.0
1281,194,82,1.0
1282,194,88,1.0
1283,195,16,1.0
1284,195,22,1.0
1285,195,36,1.0
1286,195,44,2.0
1287,195,47,1.0
1288,195,50,2.0
1289,195,73,2.0
1290,195,95,1.0
1291,196,15,1.0
1292,196,26,2.0
1293,196,30,3.0
1294,196,32,2.0
1295,196,38,1.0
1296,196,52,2.0
1297,196,55,1.0
1298,196,64,3.0
1299,196,88,1.0
1300,196,97,1.0
1301,197,10,2.0
1302,197,12,1.0
1303,197,33,1.0
1304,197,56,1.0
1305,197,93,2.0
1306,197,101,2.0
1307,198,15,1.0
1308,198,42,1.0
1309,198,45,1.0
1310,198,48,1.0
1311,198,52,1.0
1312,198,53,1.0
1313,198,62,2.0
1314,198,83,1.0
1315,199,36,1.0
1316,199,38,2.0
1317,199,89,1.0
1318,199,91,1.0
1319,200,11,1.0
1320,200,73,2.0
1321,200,88,1.0
1322,201,25,2.0
1323,201,36,1.0
1324,201,40,2.0
1325,201,43,1.0
1326,201,49,1.0
1327,201,68,1.0
1328,201,70,2.0
1329,201,82,1.0
1330,202,1,1.0
1331,202,19,1.0
1332,202,35,1.0
1333,202,49,1.0
1334,202,73,1.0
1335,202,82,1.0
1336,203,34,1.0
1337,203,55,1.0
1338,203,90,2.0
1339,204,6,1.0
1340,204,11,1.0
1341,204,31,1.0
1342,204,38,2.0
1343,204,48,1.0
1344,204,63,1.0
1345,204,79,1.0
1346,204,91,2.0
1347,204,99,1.0
1348,205,28,2.0
1349,205,34,1.0
1350,205,38,1.0
1351,205,47,1.0
1352,205,67,2.0
1353,205,74,2.0
1354,206,33,2.0
1355,206,38,1.0
1356,206,40,1.0
1357,206,61,1.0
1358,206,64,2.0
1359,207,9,2.0
1360,207,13,1.0
1361,207,26,2.0
