,id_x,user_x,card,status_x,id_y,user_y,status_y
79,259.0,41.0,5,True,856.0,18.0,True
80,451.0,52.0,5,True,293.0,14.0,True
81,451.0,52.0,5,True,502.0,16.0,True
82,451.0,52.0,5,True,776.0,74.0,True
83,451.0,52.0,5,True,856.0,18.0,True
84,1741.0,59.0,5,True,293.0,14.0,True
85,1741.0,59.0,5,True,502.0,16.0,True
86,1741.0,59.0,5,True,776.0,74.0,True
87,1741.0,59.0,5,True,856.0,18.0,True
88,1907.0,13.0,5,True,293.0,14.0,True
89,1907.0,13.0,5,True,502.0,16.0,True
90,1907.0,13.0,5,True,776.0,74.0,True
91,1907.0,13.0,5,True,856.0,18.0,True
92,221.0,39.0,6,True,27.0,2.0,False
93,221.0,39.0,6,True,72.0,100.0,True
94,221.0,39.0,6,True,89.0,84.0,True
95,221.0,39.0,6,True,226.0,52.0,True
96,221.0,39.0,6,True,728.0,20.0,True
97,221.0,39.0,6,True,843.0,98.0,True
98,493.0,16.0,6,True,27.0,2.0,False
99,493.0,16.0,6,True,72.0,100.0,True
100,493.0,16.0,6,True,89.0,84.0,True
101,493.0,16.0,6,True,226.0,52.0,True
102,493.0,16.0,6,True,728.0,20.0,True
103,493.0,16.0,6,True,843.0,98.0,True
104,1139.0,12.0,6,True,27.0,2.0,False
105,1139.0,12.0,6,True,72.0,100.0,True
106,1139.0,12.0,6,True,89.0,84.0,True
107,1139.0,12.0,6,True,226.0,52.0,True
108,1139.0,12.0,6,True,728.0,20.0,True
109,1139.0,12.0,6,True,843.0,98.0,True
110,1455.0,17.0,6,True,27.0,2.0,False
111,1455.0,17.0,6,True,72.0,100.0,True
112,1455.0,17.0,6,True,89.0,84.0,True
113,1455.0,17.0,6,True,226.0,52.0,True
114,1455.0,17.0,6,True,728.0,20.0,True
115,1455.0,17.0,6,True,843.0,98.0,True
116,625.0,1.0,7,True,28.0,2.0,True
117,625.0,1.0,7,True,45.0,53.0,True
118,625.0,1.0,7,True,312.0,97.0,True
119,625.0,1.0,7,True,666.0,59.0,True
120,625.0,1.0,7,True,909.0,16.0,True
121,673.0,30.0,7,True,28.0,2.0,True
122,673.0,30.0,7,True,45.0,53.0,True
123,673.0,30.0,7,True,312.0,97.0,True
124,673.0,30.0,7,True,666.0,59.0,True
125,673.0,30.0,7,True,909.0,16.0,True
126,751.0,21.0,7,True,28.0,2.0,True
127,751.0,21.0,7,True,45.0,53.0,True
128,751.0,21.0,7,True,312.0,97.0,True
129,751.0,21.0,7,True,666.0,59.0,True
130,751.0,21.0,7,True,909.0,16.0,True
131,1415.0,18.0,7,True,28.0,2.0,True
132,1415.0,18.0,7,True,45.0,53.0,True
133,1415.0,18.0,7,True,312.0,97.0,True
134,1415.0,18.0,7,True,666.0,59.0,True
135,1415.0,18.0,7,True,909.0,16.0,True
136,1864.0,88.0,7,True,28.0,2.0,True
137,1864.0,88.0,7,True,45.0,53.0,True
138,1864.0,88.0,7,True,312.0,97.0,True
139,1864.0,88.0,7,True,666.0,59.0,True
140,1864.0,88.0,7,True,909.0,16.0,True
141,1891.0,40.0,7,True,28.0,2.0,True
142,1891.0,40.0,7,True,45.0,53.0,True
143,1891.0,40.0,7,True,312.0,97.0,True
144,1891.0,40.0,7,True,666.0,59.0,True
145,1891.0,40.0,7,True,909.0,16.0,True
146,1582.0,9.0,8,True,29.0,2.0,True
147,1619.0,8.0,8,True,29.0,2.0,True
148,1737.0,77.0,8,True,29.0,2.0,True
149,1761.0,76.0,8,True,29.0,2.0,True
150,1768.0,97.0,8,True,29.0,2.0,True
151,131.0,31.0,9,True,302.0,9.0,True
152,131.0,31.0,9,True,449.0,96.0,True
153,131.0,31.0,9,True,818.0,66.0,True
154,574.0,93.0,9,True,302.0,9.0,True
155,574.0,93.0,9,True,449.0,96.0,True
156,574.0,93.0,9,True,818.0,66.0,True
157,826.0,24.0,9,True,302.0,9.0,True
158,826.0,24.0,9,True,449.0,96.0,True
159,826.0,24.0,9,True,818.0,66.0,True
160,1025.0,98.0,9,True,302.0,9.0,True
161,1025.0,98.0,9,True,449.0,96.0,True
162,1025.0,98.0,9,True,818.0,66.0,True
163,1163.0,96.0,9,True,302.0,9.0,True
164,1163.0,96.0,9,True,449.0,96.0,True
165,1163.0,96.0,9,True,818.0,66.0,True
166,1609.0,70.0,9,True,302.0,9.0,True
167,1609.0,70.0,9,True,449.0,96.0,True
168,1609.0,70.0,9,True,818.0,66.0,True
169,91.0,67.0,10,True,359.0,36.0,True
170,91.0,67.0,10,True,473.0,100.0,True
171,91.0,67.0,10,True,795.0,96.0,True
172,91.0,67.0,10,True,834.0,6.0,True
173,327.0,24.0,10,True,359.0,36.0,True
174,327.0,24.0,10,True,473.0,100.0,True
175,327.0,24.0,10,True,795.0,96.0,True
176,327.0,24.0,10,True,834.0,6.0,True
177,353.0,61.0,10,True,359.0,36.0,True
178,353.0,61.0,10,True,473.0,100.0,True
179,353.0,61.0,10,True,795.0,96.0,True
180,353.0,61.0,10,True,834.0,6.0,True
181,498.0,30.0,10,True,359.0,36.0,True
182,498.0,30.0,10,True,473.0,100.0,True
183,498.0,30.0,10,True,795.0,96.0,True
184,498.0,30.0,10,True,834.0,6.0,True
185,1813.0,25.0,10,True,359.0,36.0,True
186,1813.0,25.0,10,True,473.0,100.0,True
187,1813.0,25.0,10,True,795.0,96.0,True
188,1813.0,25.0,10,True,834.0,6.0,True
189,852.0,38.0,11,True,182.0,26.0,True
190,852.0,38.0,11,True,391.0,24.0,True
191,1559.0,79.0,11,True,182.0,26.0,True
192,1559.0,79.0,11,True,391.0,24.0,True
193,1667.0,81.0,12,True,19.0,2.0,True
194,1667.0,81.0,12,True,49.0,22.0,True
195,1667.0,81.0,12,True,892.0,21.0,True
196,1904.0,42.0,12,True,19.0,2.0,True
197,1904.0,42.0,12,True,49.0,22.0,True
198,1904.0,42.0,12,True,892.0,21.0,True
199,224.0,51.0,13,True,31.0,2.0,True
200,224.0,51.0,13,True,534.0,17.0,True
201,224.0,51.0,13,True,971.0,3.0,True
202,759.0,37.0,13,True,31.0,2.0,True
203,759.0,37.0,13,True,534.0,17.0,True
204,759.0,37.0,13,True,971.0,3.0,True
205,360.0,33.0,14,True,,,
206,887.0,99.0,14,True,,,
207,1478.0,64.0,14,True,,,
208,1525.0,1.0,14,True,,,
209,80.0,79.0,15,True,206.0,60.0,True
210,80.0,79.0,15,True,419.0,9.0,True
211,831.0,95.0,15,True,206.0,60.0,True
212,831.0,95.0,15,True,419.0,9.0,True
213,874.0,9.0,15,True,206.0,60.0,True
214,874.0,9.0,15,True,419.0,9.0,True
215,909.0,53.0,15,True,206.0,60.0,True
216,909.0,53.0,15,True,419.0,9.0,True
217,981.0,16.0,15,True,206.0,60.0,True
218,981.0,16.0,15,True,419.0,9.0,True
219,1082.0,6.0,15,True,206.0,60.0,True
220,1082.0,6.0,15,True,419.0,9.0,True
221,1441.0,59.0,15,True,206.0,60.0,True
222,1441.0,59.0,15,True,419.0,9.0,True
223,1705.0,71.0,15,True,206.0,60.0,True
224,1705.0,71.0,15,True,419.0,9.0,True
225,1912.0,82.0,15,True,206.0,60.0,True
226,1912.0,82.0,15,True,419.0,9.0,True
227,1946.0,77.0,15,True,206.0,60.0,True
228,1946.0,77.0,15,True,419.0,9.0,True
229,499.0,77.0,16,True,626.0,20.0,True
230,499.0,77.0,16,True,846.0,83.0,True
231,499.0,77.0,16,True,883.0,47.0,True
232,499.0,77.0,16,True,884.0,4.0,True
233,863.0,60.0,16,True,626.0,20.0,True
234,863.0,60.0,16,True,846.0,83.0,True
235,863.0,60.0,16,True,883.0,47.0,True
236,863.0,60.0,16,True,884.0,4.0,True
237,1827.0,74.0,16,True,626.0,20.0,True
238,1827.0,74.0,16,True,846.0,83.0,True
239,1827.0,74.0,16,True,883.0,47.0,True
240,1827.0,74.0,16,True,884.0,4.0,True
241,1879.0,64.0,16,True,626.0,20.0,True
242,1879.0,64.0,16,True,846.0,83.0,True
243,1879.0,64.0,16,True,883.0,47.0,True
244,1879.0,64.0,16,True,884.0,4.0,True
245,119.0,64.0,17,True,452.0,76.0,True
246,119.0,64.0,17,True,562.0,20.0,True
247,348.0,18.0,17,True,452.0,76.0,True
248,348.0,18.0,17,True,562.0,20.0,True
249,695.0,39.0,17,True,452.0,76.0,True
250,695.0,39.0,17,True,562.0,20.0,True
251,809.0,68.0,17,True,452.0,76.0,True
252,809.0,68.0,17,True,562.0,20.0,True
253,1091.0,9.0,17,True,452.0,76.0,True
254,1091.0,9.0,17,True,562.0,20.0,True
255,1156.0,13.0,17,True,452.0,76.0,True
256,1156.0,13.0,17,True,562.0,20.0,True
257,1281.0,90.0,17,True,452.0,76.0,True
258,1281.0,90.0,17,True,562.0,20.0,True
259,1296.0,50.0,17,True,452.0,76.0,True
260,1296.0,50.0,17,True,562.0,20.0,True
261,1548.0,60.0,17,True,452.0,76.0,True
262,1548.0,60.0,17,True,562.0,20.0,True
263,144.0,71.0,18,True,,,
264,717.0,17.0,18,True,,,
265,1083.0,36.0,18,True,,,
266,1135.0,94.0,18,True,,,
267,1254.0,65.0,18,True,,,
268,1584.0,32.0,18,True,,,
269,1726.0,86.0,18,True,,,
270,356.0,56.0,19,True,392.0,73.0,True
271,356.0,56.0,19,True,549.0,3.0,True
272,397.0,18.0,19,True,392.0,73.0,True
273,397.0,18.0,19,True,549.0,3.0,True
274,618.0,85.0,19,True,392.0,73.0,True
275,618.0,85.0,19,True,549.0,3.0,True
276,626.0,78.0,19,True,392.0,73.0,True
277,626.0,78.0,19,True,549.0,3.0,True
278,644.0,46.0,19,True,392.0,73.0,True
279,644.0,46.0,19,True,549.0,3.0,True
280,1015.0,90.0,19,True,392.0,73.0,True
281,1015.0,90.0,19,True,549.0,3.0,True
282,1039.0,38.0,19,True,392.0,73.0,True
283,1039.0,38.0,19,True,549.0,3.0,True
284,497.0,7.0,20,True,,,
285,1220.0,50.0,20,True,,,
286,1317.0,17.0,20,True,,,
287,1837.0,32.0,20,True,,,
288,957.0,32.0,21,True,814.0,91.0,True
289,957.0,32.0,21,True,936.0,69.0,True
290,1790.0,30.0,21,True,814.0,91.0,True
291,1790.0,30.0,21,True,936.0,69.0,True
292,559.0,48.0,22,True,894.0,96.0,True
293,1154.0,64.0,22,True,894.0,96.0,True
294,700.0,20.0,23,True,456.0,53.0,True
295,700.0,20.0,23,True,459.0,86.0,True
296,700.0,20.0,23,True,683.0,77.0,True
297,700.0,20.0,23,True,803.0,42.0,True
298,700.0,20.0,23,True,819.0,91.0,True
299,1302.0,91.0,23,True,456.0,53.0,True
300,1302.0,91.0,23,True,459.0,86.0,True
301,1302.0,91.0,23,True,683.0,77.0,True
302,1302.0,91.0,23,True,803.0,42.0,True
303,1302.0,91.0,23,True,819.0,91.0,True
304,1828.0,61.0,23,True,456.0,53.0,True
305,1828.0,61.0,23,True,459.0,86.0,True
306,1828.0,61.0,23,True,683.0,77.0,True
307,1828.0,61.0,23,True,803.0,42.0,True
308,1828.0,61.0,23,True,819.0,91.0,True
309,79.0,23.0,24,True,90.0,41.0,True
310,116.0,64.0,24,True,90.0,41.0,True
311,468.0,50.0,24,True,90.0,41.0,True
312,632.0,100.0,24,True,90.0,41.0,True
313,694.0,18.0,24,True,90.0,41.0,True
314,846.0,51.0,25,True,44.0,86.0,True
315,846.0,51.0,25,True,298.0,33.0,True
316,846.0,51.0,25,True,634.0,87.0,True
317,846.0,51.0,25,True,963.0,8.0,True
318,1466.0,22.0,25,True,44.0,86.0,True
319,1466.0,22.0,25,True,298.0,33.0,True
320,1466.0,22.0,25,True,634.0,87.0,True
321,1466.0,22.0,25,True,963.0,8.0,True
322,1826.0,63.0,25,True,44.0,86.0,True
323,1826.0,63.0,25,True,298.0,33.0,True
324,1826.0,63.0,25,True,634.0,87.0,True
325,1826.0,63.0,25,True,963.0,8.0,True
326,1943.0,94.0,25,True,44.0,86.0,True
327,1943.0,94.0,25,True,298.0,33.0,True
328,1943.0,94.0,25,True,634.0,87.0,True
329,1943.0,94.0,25,True,963.0,8.0,True
330,108.0,5.0,26,True,663.0,50.0,True
331,108.0,5.0,26,True,885.0,84.0,True
332,241.0,94.0,26,True,663.0,50.0,True
333,241.0,94.0,26,True,885.0,84.0,True
334,321.0,72.0,26,True,663.0,50.0,True
335,321.0,72.0,26,True,885.0,84.0,True
336,379.0,73.0,26,True,663.0,50.0,True
337,379.0,73.0,26,True,885.0,84.0,True
338,879.0,77.0,26,True,663.0,50.0,True
339,879.0,77.0,26,True,885.0,84.0,True
340,1189.0,17.0,26,True,663.0,50.0,True
341,1189.0,17.0,26,True,885.0,84.0,True
342,1578.0,20.0,26,True,663.0,50.0,True
343,1578.0,20.0,26,True,885.0,84.0,True
344,1936.0,28.0,26,True,663.0,50.0,True
345,1936.0,28.0,26,True,885.0,84.0,True
346,319.0,17.0,27,True,385.0,58.0,True
347,319.0,17.0,27,True,801.0,30.0,True
348,319.0,17.0,27,True,811.0,8.0,True
349,319.0,17.0,27,True,837.0,62.0,True
350,392.0,100.0,27,True,385.0,58.0,True
351,392.0,100.0,27,True,801.0,30.0,True
352,392.0,100.0,27,True,811.0,8.0,True
353,392.0,100.0,27,True,837.0,62.0,True
354,459.0,39.0,27,True,385.0,58.0,True
355,459.0,39.0,27,True,801.0,30.0,True
356,459.0,39.0,27,True,811.0,8.0,True
357,459.0,39.0,27,True,837.0,62.0,True
358,752.0,43.0,27,True,385.0,58.0,True
359,752.0,43.0,27,True,801.0,30.0,True
360,752.0,43.0,27,True,811.0,8.0,True
361,752.0,43.0,27,True,837.0,62.0,True
362,1095.0,67.0,27,True,385.0,58.0,True
363,1095.0,67.0,27,True,801.0,30.0,True
364,1095.0,67.0,27,True,811.0,8.0,True
365,1095.0,67.0,27,True,837.0,62.0,True
366,706.0,73.0,28,True,94.0,75.0,True
367,706.0,73.0,28,True,786.0,90.0,True
368,706.0,73.0,28,True,906.0,53.0,True
369,976.0,15.0,28,True,94.0,75.0,True
370,976.0,15.0,28,True,786.0,90.0,True
371,976.0,15.0,28,True,906.0,53.0,True
372,1844.0,21.0,28,True,94.0,75.0,True
373,1844.0,21.0,28,True,786.0,90.0,True
374,1844.0,21.0,28,True,906.0,53.0,True
375,330.0,48.0,29,True,603.0,76.0,True
376,330.0,48.0,29,True,813.0,8.0,True
377,330.0,48.0,29,True,953.0,4.0,True
378,1246.0,57.0,29,True,603.0,76.0,True
379,1246.0,57.0,29,True,813.0,8.0,True
380,1246.0,57.0,29,True,953.0,4.0,True
381,1577.0,81.0,29,True,603.0,76.0,True
382,1577.0,81.0,29,True,813.0,8.0,True
383,1577.0,81.0,29,True,953.0,4.0,True
384,1586.0,7.0,29,True,603.0,76.0,True
385,1586.0,7.0,29,True,813.0,8.0,True
386,1586.0,7.0,29,True,953.0,4.0,True
387,597.0,81.0,30,True,112.0,18.0,True
388,597.0,81.0,30,True,250.0,87.0,True
389,620.0,9.0,30,True,112.0,18.0,True
390,620.0,9.0,30,True,250.0,87.0,True
391,669.0,10.0,30,True,112.0,18.0,True
392,669.0,10.0,30,True,250.0,87.0,True
393,1421.0,87.0,30,True,112.0,18.0,True
394,1421.0,87.0,30,True,250.0,87.0,True
395,1502.0,43.0,30,True,112.0,18.0,True
396,1502.0,43.0,30,True,250.0,87.0,True
397,1526.0,68.0,30,True,112.0,18.0,True
398,1526.0,68.0,30,True,250.0,87.0,True
399,1664.0,30.0,30,True,112.0,18.0,True
400,1664.0,30.0,30,True,250.0,87.0,True
401,536.0,15.0,31,True,228.0,79.0,True
402,687.0,10.0,31,True,228.0,79.0,True
403,1161.0,87.0,31,True,228.0,79.0,True
404,1311.0,100.0,31,True,228.0,79.0,True
405,1616.0,31.0,31,True,228.0,79.0,True
406,115.0,51.0,32,True,152.0,97.0,True
407,648.0,56.0,32,True,152.0,97.0,True
408,812.0,69.0,32,True,152.0,97.0,True
409,1149.0,53.0,32,True,152.0,97.0,True
410,1211.0,12.0,32,True,152.0,97.0,True
411,1277.0,63.0,32,True,152.0,97.0,True
412,1376.0,13.0,32,True,152.0,97.0,True
413,1676.0,3.0,32,True,152.0,97.0,True
414,753.0,98.0,33,True,497.0,91.0,True
415,753.0,98.0,33,True,572.0,40.0,True
416,992.0,49.0,33,True,497.0,91.0,True
417,992.0,49.0,33,True,572.0,40.0,True
418,1501.0,77.0,33,True,497.0,91.0,True
419,1501.0,77.0,33,True,572.0,40.0,True
420,1571.0,83.0,33,True,497.0,91.0,True
421,1571.0,83.0,33,True,572.0,40.0,True
422,1073.0,45.0,34,True,764.0,1.0,True
423,1073.0,45.0,34,True,999.0,74.0,True
424,87.0,55.0,35,True,291.0,44.0,True
425,87.0,55.0,35,True,504.0,27.0,True
426,598.0,68.0,35,True,291.0,44.0,True
427,598.0,68.0,35,True,504.0,27.0,True
428,704.0,51.0,35,True,291.0,44.0,True
429,704.0,51.0,35,True,504.0,27.0,True
430,918.0,65.0,35,True,291.0,44.0,True
431,918.0,65.0,35,True,504.0,27.0,True
432,1620.0,56.0,35,True,291.0,44.0,True
433,1620.0,56.0,35,True,504.0,27.0,True
434,1683.0,19.0,35,True,291.0,44.0,True
435,1683.0,19.0,35,True,504.0,27.0,True
436,342.0,17.0,36,True,450.0,27.0,True
437,342.0,17.0,36,True,619.0,78.0,True
438,635.0,31.0,36,True,450.0,27.0,True
439,635.0,31.0,36,True,619.0,78.0,True
440,735.0,34.0,36,True,450.0,27.0,True
441,735.0,34.0,36,True,619.0,78.0,True
442,782.0,83.0,36,True,450.0,27.0,True
443,782.0,83.0,36,True,619.0,78.0,True
444,1883.0,91.0,36,True,450.0,27.0,True
445,1883.0,91.0,36,True,619.0,78.0,True
446,174.0,3.0,37,True,398.0,90.0,True
447,789.0,82.0,37,True,398.0,90.0,True
448,1239.0,93.0,37,True,398.0,90.0,True
449,1283.0,15.0,37,True,398.0,90.0,True
450,430.0,9.0,38,True,245.0,19.0,True
451,974.0,37.0,38,True,245.0,19.0,True
452,1462.0,90.0,38,True,245.0,19.0,True
453,391.0,55.0,39,True,337.0,64.0,True
454,391.0,55.0,39,True,353.0,78.0,True
455,391.0,55.0,39,True,438.0,49.0,True
456,391.0,55.0,39,True,633.0,4.0,True
457,741.0,19.0,39,True,337.0,64.0,True
458,741.0,19.0,39,True,353.0,78.0,True
459,741.0,19.0,39,True,438.0,49.0,True
460,741.0,19.0,39,True,633.0,4.0,True
461,971.0,58.0,39,True,337.0,64.0,True
462,971.0,58.0,39,True,353.0,78.0,True
463,971.0,58.0,39,True,438.0,49.0,True
464,971.0,58.0,39,True,633.0,4.0,True
465,1268.0,18.0,39,True,337.0,64.0,True
466,1268.0,18.0,39,True,353.0,78.0,True
467,1268.0,18.0,39,True,438.0,49.0,True
468,1268.0,18.0,39,True,633.0,4.0,True
469,1410.0,82.0,39,True,337.0,64.0,True
470,1410.0,82.0,39,True,353.0,78.0,True
471,1410.0,82.0,39,True,438.0,49.0,True
472,1410.0,82.0,39,True,633.0,4.0,True
473,1513.0,10.0,39,True,337.0,64.0,True
474,1513.0,10.0,39,True,353.0,78.0,True
475,1513.0,10.0,39,True,438.0,49.0,True
476,1513.0,10.0,39,True,633.0,4.0,True
477,167.0,78.0,40,True,218.0,4.0,True
478,167.0,78.0,40,True,638.0,49.0,True
479,518.0,47.0,40,True,218.0,4.0,True
480,518.0,47.0,40,True,638.0,49.0,True
481,580.0,34.0,40,True,218.0,4.0,True
482,580.0,34.0,40,True,638.0,49.0,True
483,699.0,45.0,40,True,218.0,4.0,True
484,699.0,45.0,40,True,638.0,49.0,True
485,866.0,83.0,40,True,218.0,4.0,True
486,866.0,83.0,40,True,638.0,49.0,True
487,1529.0,29.0,41,True,110.0,91.0,True
488,1529.0,29.0,41,True,129.0,99.0,True
489,1529.0,29.0,41,True,382.0,48.0,True
490,1529.0,29.0,41,True,467.0,53.0,True
491,1529.0,29.0,41,True,734.0,3.0,True
492,446.0,3.0,42,True,136.0,7.0,True
493,480.0,100.0,42,True,136.0,7.0,True
494,1279.0,77.0,42,True,136.0,7.0,True
495,1382.0,80.0,42,True,136.0,7.0,True
496,1487.0,93.0,42,True,136.0,7.0,True
497,1634.0,98.0,42,True,136.0,7.0,True
498,1706.0,70.0,42,True,136.0,7.0,True
499,440.0,53.0,43,True,390.0,76.0,True
500,450.0,50.0,43,True,390.0,76.0,True
501,684.0,77.0,43,True,390.0,76.0,True
502,806.0,94.0,43,True,390.0,76.0,True
503,1067.0,88.0,43,True,390.0,76.0,True
504,1447.0,35.0,43,True,390.0,76.0,True
505,1482.0,51.0,43,True,390.0,76.0,True
506,432.0,19.0,44,True,134.0,55.0,True
507,432.0,19.0,44,True,311.0,1.0,True
508,660.0,72.0,44,True,134.0,55.0,True
509,660.0,72.0,44,True,311.0,1.0,True
510,1087.0,62.0,44,True,134.0,55.0,True
511,1087.0,62.0,44,True,311.0,1.0,True
512,865.0,29.0,45,True,59.0,70.0,True
513,865.0,29.0,45,True,91.0,82.0,True
514,865.0,29.0,45,True,192.0,6.0,True
515,865.0,29.0,45,True,727.0,74.0,True
516,865.0,29.0,45,True,867.0,10.0,True
517,1044.0,90.0,45,True,59.0,70.0,True
518,1044.0,90.0,45,True,91.0,82.0,True
519,1044.0,90.0,45,True,192.0,6.0,True
520,1044.0,90.0,45,True,727.0,74.0,True
521,1044.0,90.0,45,True,867.0,10.0,True
522,1372.0,79.0,45,True,59.0,70.0,True
523,1372.0,79.0,45,True,91.0,82.0,True
524,1372.0,79.0,45,True,192.0,6.0,True
525,1372.0,79.0,45,True,727.0,74.0,True
526,1372.0,79.0,45,True,867.0,10.0,True
527,1554.0,38.0,45,True,59.0,70.0,True
528,1554.0,38.0,45,True,91.0,82.0,True
529,1554.0,38.0,45,True,192.0,6.0,True
530,1554.0,38.0,45,True,727.0,74.0,True
531,1554.0,38.0,45,True,867.0,10.0,True
532,1906.0,87.0,45,True,59.0,70.0,True
533,1906.0,87.0,45,True,91.0,82.0,True
534,1906.0,87.0,45,True,192.0,6.0,True
535,1906.0,87.0,45,True,727.0,74.0,True
536,1906.0,87.0,45,True,867.0,10.0,True
537,1933.0,80.0,45,True,59.0,70.0,True
538,1933.0,80.0,45,True,91.0,82.0,True
539,1933.0,80.0,45,True,192.0,6.0,True
540,1933.0,80.0,45,True,727.0,74.0,True
541,1933.0,80.0,45,True,867.0,10.0,True
542,104.0,41.0,46,True,214.0,86.0,True
543,104.0,41.0,46,True,809.0,54.0,True
544,154.0,64.0,46,True,214.0,86.0,True
545,154.0,64.0,46,True,809.0,54.0,True
546,444.0,92.0,46,True,214.0,86.0,True
547,444.0,92.0,46,True,809.0,54.0,True
548,579.0,76.0,46,True,214.0,86.0,True
549,579.0,76.0,46,True,809.0,54.0,True
550,935.0,96.0,46,True,214.0,86.0,True
551,935.0,96.0,46,True,809.0,54.0,True
552,1446.0,26.0,46,True,214.0,86.0,True
553,1446.0,26.0,46,True,809.0,54.0,True
554,1515.0,12.0,46,True,214.0,86.0,True
555,1515.0,12.0,46,True,809.0,54.0,True
556,324.0,71.0,47,True,573.0,40.0,True
557,324.0,71.0,47,True,826.0,10.0,True
558,798.0,6.0,47,True,573.0,40.0,True
559,798.0,6.0,47,True,826.0,10.0,True
560,1130.0,31.0,47,True,573.0,40.0,True
561,1130.0,31.0,47,True,826.0,10.0,True
562,1369.0,49.0,47,True,573.0,40.0,True
563,1369.0,49.0,47,True,826.0,10.0,True
564,1870.0,76.0,47,True,573.0,40.0,True
565,1870.0,76.0,47,True,826.0,10.0,True
566,697.0,71.0,48,True,430.0,19.0,True
567,697.0,71.0,48,True,488.0,84.0,True
568,697.0,71.0,48,True,758.0,85.0,True
569,1275.0,41.0,48,True,430.0,19.0,True
570,1275.0,41.0,48,True,488.0,84.0,True
571,1275.0,41.0,48,True,758.0,85.0,True
572,1573.0,73.0,48,True,430.0,19.0,True
